t,r,m,value
1848,EU27,Zn,
1848,ROW,Ni,
1848,ROW,Sn,
1848,ROW,Zn,
1849,CHN,Ni,
1849,CHN,Sn,
1849,CHN,Zn,
1849,EU27,Ni,
1849,EU27,Sn,
1849,EU27,Zn,
1849,ROW,Ni,
1849,ROW,Sn,
1849,ROW,Zn,
1850,CHN,Ni,
1850,CHN,Sn,
1850,CHN,Zn,
1850,EU27,Ni,
1850,EU27,Sn,
1850,EU27,Zn,
1850,ROW,Ni,
1850,ROW,Sn,
1850,ROW,Zn,
1851,CHN,Ni,
1851,CHN,Sn,
1851,CHN,Zn,
1851,EU27,Ni,
1851,EU27,Sn,
1851,EU27,Zn,
1851,ROW,Ni,
1851,ROW,Sn,
1851,ROW,Zn,
1852,CHN,Ni,
1852,CHN,Sn,
1852,CHN,Zn,
1852,EU27,Ni,
1852,EU27,Sn,
1852,EU27,Zn,
1852,ROW,Ni,
1852,ROW,Sn,
1852,ROW,Zn,
1853,CHN,Ni,
1853,CHN,Sn,
1853,CHN,Zn,
1853,EU27,Ni,
1853,EU27,Sn,
1853,EU27,Zn,
1853,ROW,Ni,
1853,ROW,Sn,
1853,ROW,Zn,
1854,CHN,Ni,
1854,CHN,Sn,
1854,CHN,Zn,
1854,EU27,Ni,
1854,EU27,Sn,
1854,EU27,Zn,
1854,ROW,Ni,
1854,ROW,Sn,
1854,ROW,Zn,
1855,CHN,Ni,
1855,CHN,Sn,
1855,CHN,Zn,
1855,EU27,Ni,
1855,EU27,Sn,
1855,EU27,Zn,
1855,ROW,Ni,
1855,ROW,Sn,
1855,ROW,Zn,
1856,CHN,Ni,
1856,CHN,Sn,
1856,CHN,Zn,
1856,EU27,Ni,
1856,EU27,Sn,
1856,EU27,Zn,
1856,ROW,Ni,
1856,ROW,Sn,
1856,ROW,Zn,
1857,CHN,Ni,
1857,CHN,Sn,
1857,CHN,Zn,
1857,EU27,Ni,
1857,EU27,Sn,
1857,EU27,Zn,
1857,ROW,Ni,
1857,ROW,Sn,
1857,ROW,Zn,
1858,CHN,Ni,
1858,CHN,Sn,
1858,CHN,Zn,
1858,EU27,Ni,
1858,EU27,Sn,
1858,EU27,Zn,
1858,ROW,Ni,
1858,ROW,Sn,
1858,ROW,Zn,
1859,CHN,Ni,
1859,CHN,Sn,
1859,CHN,Zn,
1859,EU27,Ni,
1859,EU27,Sn,
1859,EU27,Zn,
1859,ROW,Ni,
1859,ROW,Sn,
1859,ROW,Zn,
1860,CHN,Ni,
1860,CHN,Sn,
1860,CHN,Zn,
1860,EU27,Ni,
1860,EU27,Sn,
1860,EU27,Zn,
1860,ROW,Ni,
1860,ROW,Sn,
1860,ROW,Zn,
1861,CHN,Ni,
1861,CHN,Sn,
1861,CHN,Zn,
1861,EU27,Ni,
1861,EU27,Sn,
1861,EU27,Zn,
1861,ROW,Ni,
1861,ROW,Sn,
1861,ROW,Zn,
1862,CHN,Ni,
1862,CHN,Sn,
1862,CHN,Zn,
1862,EU27,Ni,
1862,EU27,Sn,
1862,EU27,Zn,
1862,ROW,Ni,
1862,ROW,Sn,
1862,ROW,Zn,
1863,CHN,Ni,
1863,CHN,Sn,
1863,CHN,Zn,
1863,EU27,Ni,
1863,EU27,Sn,
1863,EU27,Zn,
1863,ROW,Ni,
1863,ROW,Sn,
1863,ROW,Zn,
1864,CHN,Ni,
1864,CHN,Sn,
1864,CHN,Zn,
1864,EU27,Ni,
1864,EU27,Sn,
1864,EU27,Zn,
1864,ROW,Ni,
1864,ROW,Sn,
1864,ROW,Zn,
1865,CHN,Ni,
1865,CHN,Sn,
1865,CHN,Zn,
1865,EU27,Ni,
1865,EU27,Sn,
1865,EU27,Zn,
1865,ROW,Ni,
1865,ROW,Sn,
1865,ROW,Zn,
1866,CHN,Ni,
1866,CHN,Sn,
1866,CHN,Zn,
1866,EU27,Ni,
1866,EU27,Sn,
1866,EU27,Zn,
1866,ROW,Ni,
1866,ROW,Sn,
1866,ROW,Zn,
1867,CHN,Ni,
1867,CHN,Sn,
1867,CHN,Zn,
1867,EU27,Ni,
1867,EU27,Sn,
1867,EU27,Zn,
1867,ROW,Ni,
1867,ROW,Sn,
1867,ROW,Zn,
1868,CHN,Ni,
1868,CHN,Sn,
1868,CHN,Zn,
1868,EU27,Ni,
1868,EU27,Sn,
1868,EU27,Zn,
1868,ROW,Ni,
1868,ROW,Sn,
1868,ROW,Zn,
1869,CHN,Ni,
1869,CHN,Sn,
1869,CHN,Zn,
1869,EU27,Ni,
1869,EU27,Sn,
1869,EU27,Zn,
1869,ROW,Ni,
1869,ROW,Sn,
1869,ROW,Zn,
1870,CHN,Ni,6.120270239722578e-05
1870,CHN,Sn,0.001483881072951448
1870,CHN,Zn,0.0
1870,EU27,Ni,0.00017172199137757718
1870,EU27,Sn,0.04923081124708688
1870,EU27,Zn,0.0
1870,ROW,Ni,0.0
1870,ROW,Sn,0.0
1870,ROW,Zn,0.0
1871,CHN,Ni,0.00012946792608083238
1871,CHN,Sn,0.0
1871,CHN,Zn,0.0
1871,EU27,Ni,0.0004953488803476278
1871,EU27,Sn,0.21656324425396792
1871,EU27,Zn,0.014129737726372573
1871,ROW,Ni,0.0
1871,ROW,Sn,0.0
1871,ROW,Zn,0.0
1872,CHN,Ni,0.0002114431237240849
1872,CHN,Sn,0.0
1872,CHN,Zn,0.0
1872,EU27,Ni,0.000912174162262274
1872,EU27,Sn,0.4040179858431221
1872,EU27,Zn,0.03800520594480182
1872,ROW,Ni,0.0
1872,ROW,Sn,0.0
1872,ROW,Zn,0.0
1873,CHN,Ni,0.0003014957029927187
1873,CHN,Sn,0.0
1873,CHN,Zn,0.0
1873,EU27,Ni,0.0013701816308277102
1873,EU27,Sn,0.5495773639495901
1873,EU27,Zn,0.0675301791281707
1873,ROW,Ni,0.0
1873,ROW,Sn,0.0
1873,ROW,Zn,0.0
1874,CHN,Ni,0.0003942950379633522
1874,CHN,Sn,0.0
1874,CHN,Zn,0.0
1874,EU27,Ni,0.0018334630246786218
1874,EU27,Sn,0.6455880240149467
1874,EU27,Zn,0.09894367373557048
1874,ROW,Ni,0.0
1874,ROW,Sn,0.0
1874,ROW,Zn,0.0
1875,CHN,Ni,0.0004857996950478436
1875,CHN,Sn,0.0
1875,CHN,Zn,0.0
1875,EU27,Ni,0.002280426505457902
1875,EU27,Sn,0.7056589348587079
1875,EU27,Zn,0.12960234752560726
1875,ROW,Ni,0.0
1875,ROW,Sn,0.0
1875,ROW,Zn,0.0
1876,CHN,Ni,0.0005733752136383246
1876,CHN,Sn,0.0
1876,CHN,Zn,0.0
1876,EU27,Ni,0.002699648279407676
1876,EU27,Sn,0.7431839479079592
1876,EU27,Zn,0.15802930146395508
1876,ROW,Ni,0.0
1876,ROW,Sn,0.0
1876,ROW,Zn,0.0
1877,CHN,Ni,0.0006555568998032548
1877,CHN,Sn,0.0
1877,CHN,Zn,0.0
1877,EU27,Ni,0.003086169722172485
1877,EU27,Sn,0.7670398378822676
1877,EU27,Zn,0.1836100760182272
1877,ROW,Ni,0.0
1877,ROW,Sn,0.0
1877,ROW,Zn,0.0
1878,CHN,Ni,0.0007317139238856865
1878,CHN,Sn,0.0
1878,CHN,Zn,0.0
1878,EU27,Ni,0.003438838124284646
1878,EU27,Sn,0.7825261872163364
1878,EU27,Zn,0.13994616672672897
1878,ROW,Ni,0.0
1878,ROW,Sn,0.0
1878,ROW,Zn,0.0
1879,CHN,Ni,0.0008017464077630634
1879,CHN,Sn,0.0
1879,CHN,Zn,0.0
1879,EU27,Ni,0.003758583542971528
1879,EU27,Sn,0.7927455783060687
1879,EU27,Zn,0.1634456068293041
1879,ROW,Ni,0.0
1879,ROW,Sn,0.0
1879,ROW,Zn,0.0
1880,CHN,Ni,0.0008658597800568753
1880,CHN,Sn,0.0
1880,CHN,Zn,0.0
1880,EU27,Ni,0.004047371813547081
1880,EU27,Sn,0.7840859667944465
1880,EU27,Zn,0.125250445836659
1880,ROW,Ni,0.0
1880,ROW,Sn,0.0
1880,ROW,Zn,0.0
1881,CHN,Ni,0.0009244149652284087
1881,CHN,Sn,0.0
1881,CHN,Zn,0.0
1881,EU27,Ni,0.004307599387245844
1881,EU27,Sn,0.6624866761886816
1881,EU27,Zn,0.14847983580603122
1881,ROW,Ni,0.0
1881,ROW,Sn,0.0
1881,ROW,Zn,0.0
1882,CHN,Ni,0.000977836847247879
1882,CHN,Sn,0.0
1882,CHN,Zn,0.0
1882,EU27,Ni,0.004541760108853102
1882,EU27,Sn,0.768476519664151
1882,EU27,Zn,0.1126826079997109
1882,ROW,Ni,0.0
1882,ROW,Sn,0.0
1882,ROW,Zn,0.0
1883,CHN,Ni,0.001026562203080294
1883,CHN,Sn,0.0
1883,CHN,Zn,0.0
1883,EU27,Ni,0.00475227242446624
1883,EU27,Sn,0.6511761723256202
1883,EU27,Zn,0.13548427629204904
1883,ROW,Ni,0.0
1883,ROW,Sn,0.0
1883,ROW,Zn,0.0
1884,CHN,Ni,0.0010710123021424101
1884,CHN,Sn,0.0
1884,CHN,Zn,0.0
1884,EU27,Ni,0.004941397946926346
1884,EU27,Sn,0.7550749378521795
1884,EU27,Zn,0.10171487248551948
1884,ROW,Ni,0.0
1884,ROW,Sn,0.0
1884,ROW,Zn,0.0
1885,CHN,Ni,0.0011115800305558068
1885,CHN,Sn,0.0
1885,CHN,Zn,0.0
1885,EU27,Ni,0.0051112102393696115
1885,EU27,Sn,0.6415229369623141
1885,EU27,Zn,0.12404483829321318
1885,ROW,Ni,0.0
1885,ROW,Sn,0.0
1885,ROW,Zn,0.0
1886,CHN,Ni,0.0011486251377938114
1886,CHN,Sn,0.0
1886,CHN,Zn,0.0
1886,EU27,Ni,0.0052635900431803224
1886,EU27,Sn,0.743424987328904
1886,EU27,Zn,0.09204823083494844
1886,ROW,Ni,0.0
1886,ROW,Sn,0.0
1886,ROW,Zn,0.0
1887,CHN,Ni,0.001182473781519519
1887,CHN,Sn,0.0
1887,CHN,Zn,0.0
1887,EU27,Ni,0.005400233573313675
1887,EU27,Sn,0.6331993561791315
1887,EU27,Zn,0.11389462366136299
1887,ROW,Ni,0.0
1887,ROW,Sn,0.0
1887,ROW,Zn,0.0
1888,CHN,Ni,0.0012134201819204253
1888,CHN,Sn,0.0
1888,CHN,Zn,0.0
1888,EU27,Ni,0.005522666557732599
1888,EU27,Sn,0.733194420028639
1888,EU27,Zn,0.0834725697692758
1888,ROW,Ni,0.0
1888,ROW,Sn,0.0
1888,ROW,Zn,0.0
1889,CHN,Ni,0.0012417291800580882
1889,CHN,Sn,0.0
1889,CHN,Zn,0.0
1889,EU27,Ni,0.0056322601432541135
1889,EU27,Sn,0.6259612243586251
1889,EU27,Zn,0.1048345095933727
1889,ROW,Ni,0.0
1889,ROW,Sn,0.0
1889,ROW,Zn,0.0
1890,CHN,Ni,0.0012676390633721414
1890,CHN,Sn,0.0
1890,CHN,Zn,0.0
1890,EU27,Ni,0.005730246710225478
1890,EU27,Sn,0.7241320158001565
1890,EU27,Zn,0.075825209391319
1890,ROW,Ni,0.0
1890,ROW,Sn,0.0
1890,ROW,Zn,0.0
1891,CHN,Ni,0.0012913643401580674
1891,CHN,Sn,0.0
1891,CHN,Zn,0.0
1891,EU27,Ni,0.005817734684810668
1891,EU27,Sn,0.6196215078550655
1891,EU27,Zn,0.0967067069102835
1891,ROW,Ni,0.0
1891,ROW,Sn,0.0
1891,ROW,Zn,0.0
1892,CHN,Ni,0.0013130983182499658
1892,CHN,Sn,0.0
1892,CHN,Zn,0.0
1892,EU27,Ni,0.0058957219924603696
1892,EU27,Sn,0.7160438099212043
1892,EU27,Zn,0.06897516778999269
1892,ROW,Ni,0.0
1892,ROW,Sn,0.0
1892,ROW,Zn,0.0
1893,CHN,Ni,0.0013330154344427284
1893,CHN,Sn,0.0
1893,CHN,Zn,0.0
1893,EU27,Ni,0.005965108079143506
1893,EU27,Sn,0.6140345071725651
1893,EU27,Zn,0.08938294650243563
1893,ROW,Ni,0.0
1893,ROW,Sn,0.0
1893,ROW,Zn,0.0
1894,CHN,Ni,0.001351273327175497
1894,CHN,Sn,0.0
1894,CHN,Zn,0.0
1894,EU27,Ni,0.006026704562473579
1894,EU27,Sn,0.7087777684725155
1894,EU27,Zn,0.06281506189282446
1894,ROW,Ni,0.0
1894,ROW,Sn,0.0
1894,ROW,Zn,0.0
1895,CHN,Ni,0.001368014666556384
1895,CHN,Sn,0.0
1895,CHN,Zn,0.0
1895,EU27,Ni,0.0060812446322833546
1895,EU27,Sn,0.6090851750635198
1895,EU27,Zn,0.08275752708877943
1895,ROW,Ni,0.0
1895,ROW,Sn,0.0
1895,ROW,Zn,0.0
1896,CHN,Ni,0.0013833687645497408
1896,CHN,Sn,0.0
1896,CHN,Zn,0.0
1896,EU27,Ni,0.006129391337560865
1896,EU27,Sn,0.7022131557896527
1896,EU27,Zn,0.05725588047952093
1896,ROW,Ni,0.0
1896,ROW,Sn,0.0
1896,ROW,Zn,0.0
1897,CHN,Ni,0.0013974529904081869
1897,CHN,Sn,0.0
1897,CHN,Zn,0.0
1897,EU27,Ni,0.00617174489452864
1897,EU27,Sn,0.6046815385027793
1897,EU27,Zn,0.07674250483597278
1897,ROW,Ni,0.0
1897,ROW,Sn,0.0
1897,ROW,Zn,0.0
1898,CHN,Ni,0.0014103740156035
1898,CHN,Sn,0.0
1898,CHN,Zn,0.0
1898,EU27,Ni,0.0062088491399109975
1898,EU27,Sn,0.6962529045966541
1898,EU27,Zn,0.05222320575144418
1898,ROW,Ni,0.0
1898,ROW,Sn,0.0
1898,ROW,Zn,0.0
1899,CHN,Ni,0.0014222289103667327
1899,CHN,Sn,0.0
1899,CHN,Zn,0.0
1899,EU27,Ni,0.006241197239684551
1899,EU27,Sn,0.6007491932609861
1899,EU27,Zn,0.07126411557143585
1899,ROW,Ni,0.0
1899,ROW,Sn,0.0
1899,ROW,Zn,0.0
1900,CHN,Ni,0.001433106111386764
1900,CHN,Sn,0.0
1900,CHN,Zn,0.0
1900,EU27,Ni,0.006269236749589942
1900,EU27,Sn,0.6908180442777648
1900,EU27,Zn,0.04765434745424038
1900,ROW,Ni,0.0
1900,ROW,Sn,0.0
1900,ROW,Zn,0.0
1901,CHN,Ni,0.001341254553834607
1901,CHN,Sn,0.0
1901,CHN,Zn,7.468221149315705e-17
1901,EU27,Ni,0.006314219409221227
1901,EU27,Sn,0.5972272501471831
1901,EU27,Zn,0.0837320006138315
1901,ROW,Ni,0.0
1901,ROW,Sn,0.0
1901,ROW,Zn,0.0
1902,CHN,Ni,0.0012804764532149706
1902,CHN,Sn,0.0
1902,CHN,Zn,0.0
1902,EU27,Ni,0.006391162737111537
1902,EU27,Sn,0.6858435855695434
1902,EU27,Zn,0.051479731458372965
1902,ROW,Ni,0.0
1902,ROW,Sn,0.0
1902,ROW,Zn,0.0
1903,CHN,Ni,0.0013475673065653205
1903,CHN,Sn,0.0
1903,CHN,Zn,0.0
1903,EU27,Ni,0.006473846695703515
1903,EU27,Sn,0.5940653213083814
1903,EU27,Zn,0.07077907681164286
1903,ROW,Ni,0.0
1903,ROW,Sn,0.0
1903,ROW,Zn,0.0
1904,CHN,Ni,0.001374093960840976
1904,CHN,Sn,0.0
1904,CHN,Zn,0.0
1904,EU27,Ni,0.006546738063715116
1904,EU27,Sn,0.6812754530866845
1904,EU27,Zn,0.05601591048626669
1904,ROW,Ni,0.0
1904,ROW,Sn,0.0
1904,ROW,Zn,0.0
1905,CHN,Ni,0.0011986914872601734
1905,CHN,Sn,0.0
1905,CHN,Zn,0.0
1905,EU27,Ni,0.006659491724946216
1905,EU27,Sn,0.5912212611496038
1905,EU27,Zn,0.051004490502483686
1905,ROW,Ni,0.0
1905,ROW,Sn,0.0
1905,ROW,Zn,0.0
1906,CHN,Ni,0.001140019469816708
1906,CHN,Sn,0.0
1906,CHN,Zn,0.0
1906,EU27,Ni,0.006833442537787083
1906,EU27,Sn,0.6783067442695871
1906,EU27,Zn,0.04806260484288575
1906,ROW,Ni,0.0
1906,ROW,Sn,0.0
1906,ROW,Zn,0.0
1907,CHN,Ni,0.0011253443932483342
1907,CHN,Sn,0.0
1907,CHN,Zn,0.0
1907,EU27,Ni,0.007050592677707758
1907,EU27,Sn,0.578152278942665
1907,EU27,Zn,0.03613388318579616
1907,ROW,Ni,0.0
1907,ROW,Sn,0.0
1907,ROW,Zn,0.0
1908,CHN,Ni,0.0011765028788142525
1908,CHN,Sn,0.0
1908,CHN,Zn,0.0
1908,EU27,Ni,0.007278459727641714
1908,EU27,Sn,0.6854256894192752
1908,EU27,Zn,0.01399068661465644
1908,ROW,Ni,0.0
1908,ROW,Sn,0.0
1908,ROW,Zn,0.0
1909,CHN,Ni,0.0011587210509830489
1909,CHN,Sn,0.0
1909,CHN,Zn,0.0
1909,EU27,Ni,0.007514319545809344
1909,EU27,Sn,0.5549470047716049
1909,EU27,Zn,0.046761870500645446
1909,ROW,Ni,0.0
1909,ROW,Sn,0.0
1909,ROW,Zn,0.0
1910,CHN,Ni,0.0010317419288108191
1910,CHN,Sn,0.0
1910,CHN,Zn,0.0
1910,EU27,Ni,0.007814942274108613
1910,EU27,Sn,0.676246269717008
1910,EU27,Zn,0.007339956556981904
1910,ROW,Ni,0.0
1910,ROW,Sn,0.0
1910,ROW,Zn,0.0
1911,CHN,Ni,0.000974266450237566
1911,CHN,Sn,0.0
1911,CHN,Zn,0.0
1911,EU27,Ni,0.00821100664779406
1911,EU27,Sn,0.5551034103394351
1911,EU27,Zn,0.055615768073088934
1911,ROW,Ni,0.0
1911,ROW,Sn,0.0
1911,ROW,Zn,0.0
1912,CHN,Ni,0.000937844559452611
1912,CHN,Sn,0.0
1912,CHN,Zn,0.0
1912,EU27,Ni,0.008698424934582132
1912,EU27,Sn,0.6593687674657527
1912,EU27,Zn,0.004700297208621071
1912,ROW,Ni,0.0
1912,ROW,Sn,0.0
1912,ROW,Zn,0.0
1913,CHN,Ni,0.0008966036987545794
1913,CHN,Sn,0.0
1913,CHN,Zn,0.0
1913,EU27,Ni,0.00928553033549423
1913,EU27,Sn,0.5384555722179348
1913,EU27,Zn,0.0038797286416759878
1913,ROW,Ni,0.0
1913,ROW,Sn,0.0
1913,ROW,Zn,0.0
1914,CHN,Ni,0.0009391505284904319
1914,CHN,Sn,0.0
1914,CHN,Zn,0.0
1914,EU27,Ni,0.009934938450961139
1914,EU27,Sn,0.6197483428128973
1914,EU27,Zn,0.0
1914,ROW,Ni,0.0
1914,ROW,Sn,0.0
1914,ROW,Zn,0.0
1915,CHN,Ni,0.0008828458666093902
1915,CHN,Sn,0.0
1915,CHN,Zn,0.0
1915,EU27,Ni,0.010656993769048322
1915,EU27,Sn,0.5422886573227795
1915,EU27,Zn,0.0
1915,ROW,Ni,0.0
1915,ROW,Sn,0.0
1915,ROW,Zn,0.0
1916,CHN,Ni,0.0008380391999896843
1916,CHN,Sn,0.0
1916,CHN,Zn,0.0
1916,EU27,Ni,0.011518553678592405
1916,EU27,Sn,0.6130565927963127
1916,EU27,Zn,0.0
1916,ROW,Ni,0.0
1916,ROW,Sn,0.0
1916,ROW,Zn,0.0
1917,CHN,Ni,0.0008508430067706614
1917,CHN,Sn,0.0
1917,CHN,Zn,0.0
1917,EU27,Ni,0.012504504446565772
1917,EU27,Sn,0.5434214521019028
1917,EU27,Zn,0.0
1917,ROW,Ni,0.0
1917,ROW,Sn,0.0
1917,ROW,Zn,0.0
1918,CHN,Ni,0.000879644107052133
1918,CHN,Sn,0.0
1918,CHN,Zn,0.0
1918,EU27,Ni,0.013558522108517237
1918,EU27,Sn,0.594618882447767
1918,EU27,Zn,0.0
1918,ROW,Ni,0.0
1918,ROW,Sn,0.0
1918,ROW,Zn,0.0
1919,CHN,Ni,0.0011783611507569462
1919,CHN,Sn,0.0
1919,CHN,Zn,0.0
1919,EU27,Ni,0.01449478238277206
1919,EU27,Sn,0.5486650569174296
1919,EU27,Zn,0.0
1919,ROW,Ni,0.0
1919,ROW,Sn,0.0
1919,ROW,Zn,0.0
1920,CHN,Ni,0.0011991924263383194
1920,CHN,Sn,0.0
1920,CHN,Zn,0.0
1920,EU27,Ni,0.015168697527463344
1920,EU27,Sn,0.6033214113782158
1920,EU27,Zn,0.0
1920,ROW,Ni,0.0
1920,ROW,Sn,0.0
1920,ROW,Zn,0.0
1921,CHN,Ni,0.001711262965955289
1921,CHN,Sn,0.0
1921,CHN,Zn,0.0
1921,EU27,Ni,0.015628976504916216
1921,EU27,Sn,0.5385190469894001
1921,EU27,Zn,0.0
1921,ROW,Ni,0.0
1921,ROW,Sn,0.0
1921,ROW,Zn,0.0
1922,CHN,Ni,0.0020564737937819864
1922,CHN,Sn,0.0
1922,CHN,Zn,0.0
1922,EU27,Ni,0.01569865374482492
1922,EU27,Sn,0.6366286973164437
1922,EU27,Zn,0.0
1922,ROW,Ni,0.0
1922,ROW,Sn,0.0
1922,ROW,Zn,0.0
1923,CHN,Ni,0.0016213259873107868
1923,CHN,Sn,0.0
1923,CHN,Zn,0.0
1923,EU27,Ni,0.015629175566317714
1923,EU27,Sn,0.5165815302306956
1923,EU27,Zn,0.0
1923,ROW,Ni,0.0
1923,ROW,Sn,0.0
1923,ROW,Zn,0.0
1924,CHN,Ni,0.0014070442106186023
1924,CHN,Sn,0.0
1924,CHN,Zn,0.0
1924,EU27,Ni,0.01569856875226295
1924,EU27,Sn,0.6278961089309086
1924,EU27,Zn,0.0
1924,ROW,Ni,0.0
1924,ROW,Sn,0.0
1924,ROW,Zn,0.0
1925,CHN,Ni,0.0013085539402326943
1925,CHN,Sn,0.0
1925,CHN,Zn,0.0
