t,r,m,i,value
1826,EU27,Ni,ROW,0.25060733261855384
1826,EU27,Sn,CHN,0.08072231742425358
1826,EU27,Sn,EU27,0.12313879434921382
1826,EU27,Sn,ROW,0.7961388882265327
1826,EU27,Zn,CHN,0.04402797159120082
1826,EU27,Zn,EU27,0.20388972091911534
1826,EU27,Zn,ROW,0.752082307489684
1826,ROW,Ni,CHN,0.0039230682594296505
1826,ROW,Ni,EU27,0.7575577875104093
1826,ROW,Ni,ROW,0.23851914423016118
1826,ROW,Sn,CHN,0.05764822794614681
1826,ROW,Sn,EU27,0.4457021264572839
1826,ROW,Sn,ROW,0.49664964559656927
1826,ROW,Zn,CHN,0.06280330210281115
1826,ROW,Zn,EU27,0.48316511966830483
1826,ROW,Zn,ROW,0.4540315782288841
1827,CHN,Ni,CHN,0.0040780868895012095
1827,CHN,Ni,EU27,0.7220005499152595
1827,CHN,Ni,ROW,0.2739213631952393
1827,CHN,Sn,CHN,0.055517190771318115
1827,CHN,Sn,EU27,0.45440290030330144
1827,CHN,Sn,ROW,0.49007990892538045
1827,CHN,Zn,CHN,0.06948031974421828
1827,CHN,Zn,EU27,0.490403145509584
1827,CHN,Zn,ROW,0.44011653474619783
1827,EU27,Ni,CHN,0.0040249196708005055
1827,EU27,Ni,EU27,0.7125876163070527
1827,EU27,Ni,ROW,0.28338746402214676
1827,EU27,Sn,CHN,0.079610109239081
1827,EU27,Sn,EU27,0.13394485216325472
1827,EU27,Sn,ROW,0.7864450385976642
1827,EU27,Zn,CHN,0.04841862209184353
1827,EU27,Zn,EU27,0.22568759308297884
1827,EU27,Zn,ROW,0.7258937848251776
1827,ROW,Ni,CHN,0.0040874696514189655
1827,ROW,Ni,EU27,0.723661711005717
1827,ROW,Ni,ROW,0.27225081934286416
1827,ROW,Sn,CHN,0.0555171907713181
1827,ROW,Sn,EU27,0.4544029003033015
1827,ROW,Sn,ROW,0.4900799089253805
1827,ROW,Zn,CHN,0.06948031974421828
1827,ROW,Zn,EU27,0.4904031455095839
1827,ROW,Zn,ROW,0.4401165347461977
1828,CHN,Ni,CHN,0.004221733950853714
1828,CHN,Ni,EU27,0.6905924603027501
1828,CHN,Ni,ROW,0.3051858057463962
1828,CHN,Sn,CHN,0.053228369246019744
1828,CHN,Sn,EU27,0.46494219275099985
1828,CHN,Sn,ROW,0.48182943800298045
1828,CHN,Zn,CHN,0.07586752542087723
1828,CHN,Zn,EU27,0.4974751723290224
1828,CHN,Zn,ROW,0.42665730225010046
1828,EU27,Ni,CHN,0.0041687033538139046
1828,EU27,Ni,EU27,0.68191769990634
1828,EU27,Ni,ROW,0.31391359673984615
1828,EU27,Sn,CHN,0.0783709850658946
1828,EU27,Sn,EU27,0.145555777132036
1828,EU27,Sn,ROW,0.7760732378020694
1828,EU27,Zn,CHN,0.055670005351065456
1828,EU27,Zn,EU27,0.27552395549602315
1828,EU27,Zn,ROW,0.6688060391529114
1828,ROW,Ni,CHN,0.004231087295585322
1828,ROW,Ni,EU27,0.6921224831382617
1828,ROW,Ni,ROW,0.3036464295661529
1828,ROW,Sn,CHN,0.05322836924601974
1828,ROW,Sn,EU27,0.4649421927509999
1828,ROW,Sn,ROW,0.48182943800298045
1828,ROW,Zn,CHN,0.07586752542087723
1828,ROW,Zn,EU27,0.4974751723290224
1828,ROW,Zn,ROW,0.42665730225010046
1829,CHN,Ni,CHN,0.004345758260451131
1829,CHN,Ni,EU27,0.6617596715189376
1829,CHN,Ni,ROW,0.3338945702206113
1829,CHN,Sn,CHN,0.050878748120394744
1829,CHN,Sn,EU27,0.4764959100488173
1829,CHN,Sn,ROW,0.47262534183078797
1829,CHN,Zn,CHN,0.08191514978633788
1829,CHN,Zn,EU27,0.5041844839309875
1829,CHN,Zn,ROW,0.41390036628267474
1829,EU27,Ni,CHN,0.0042931764049004
1829,EU27,Ni,EU27,0.6537526565467113
1829,EU27,Ni,ROW,0.3419541670483884
1829,EU27,Sn,CHN,0.0755373062262117
1829,EU27,Sn,EU27,0.17598029157534156
1829,EU27,Sn,ROW,0.7484824021984468
1829,EU27,Zn,CHN,0.060281491205864915
1829,EU27,Zn,EU27,0.29110493849315044
1829,EU27,Zn,ROW,0.6486135703009847
1829,ROW,Ni,CHN,0.004355027358840699
1829,ROW,Ni,EU27,0.6631711433813693
1829,ROW,Ni,ROW,0.33247382925978997
1829,ROW,Sn,CHN,0.05087874812039474
1829,ROW,Sn,EU27,0.4764959100488173
1829,ROW,Sn,ROW,0.47262534183078797
1829,ROW,Zn,CHN,0.08191514978633786
1829,ROW,Zn,EU27,0.5041844839309875
1829,ROW,Zn,ROW,0.4139003662826747
1830,CHN,Ni,CHN,0.004451753503057855
1830,CHN,Ni,EU27,0.6355560602905805
1830,CHN,Ni,ROW,0.3599921862063617
1830,CHN,Sn,CHN,0.0485380556595116
1830,CHN,Sn,EU27,0.4884565180560366
1830,CHN,Sn,ROW,0.4630054262844517
1830,CHN,Zn,CHN,0.08760767319563978
1830,CHN,Zn,EU27,0.5103669962573693
1830,CHN,Zn,ROW,0.402025330546991
1830,EU27,Ni,CHN,0.004399872349995027
1830,EU27,Ni,EU27,0.628149230325423
1830,EU27,Ni,ROW,0.3674508973245819
1830,EU27,Sn,CHN,0.07379903520619241
1830,EU27,Sn,EU27,0.1917414501717904
1830,EU27,Sn,ROW,0.7344595146220173
1830,EU27,Zn,CHN,0.06820385520712915
1830,EU27,Zn,EU27,0.33589313536004495
1830,EU27,Zn,ROW,0.5959030094328259
1830,ROW,Ni,CHN,0.004460894233456498
1830,ROW,Ni,EU27,0.6368610396872046
1830,ROW,Ni,ROW,0.35867806607933883
1830,ROW,Sn,CHN,0.04853805565951159
1830,ROW,Sn,EU27,0.4884565180560367
1830,ROW,Sn,ROW,0.46300542628445174
1830,ROW,Zn,CHN,0.08760767319563977
1830,ROW,Zn,EU27,0.5103669962573693
1830,ROW,Zn,ROW,0.4020253305469909
1831,CHN,Ni,CHN,0.00454158336663687
1831,CHN,Ni,EU27,0.6119075087859741
1831,CHN,Ni,ROW,0.38355090784738904
1831,CHN,Sn,CHN,0.04627610362346957
1831,CHN,Sn,EU27,0.5001548301952098
1831,CHN,Sn,ROW,0.4535690661813206
1831,CHN,Zn,CHN,0.09293245014967576
1831,CHN,Zn,EU27,0.5160095401669282
1831,CHN,Zn,ROW,0.391058009683396
1831,EU27,Ni,CHN,0.004490599313710355
1831,EU27,Ni,EU27,0.6050382030184618
1831,EU27,Ni,ROW,0.3904711976678279
1831,EU27,Sn,CHN,0.07064453835391915
1831,EU27,Sn,EU27,0.22309137512118457
1831,EU27,Sn,ROW,0.7062640865248961
1831,EU27,Zn,CHN,0.07247531932977481
1831,EU27,Zn,EU27,0.34566471698260015
1831,EU27,Zn,ROW,0.5818599636876249
1831,ROW,Ni,CHN,0.0045505614672130485
1831,ROW,Ni,EU27,0.6131171677779365
1831,ROW,Ni,ROW,0.3823322707548505
1831,ROW,Sn,CHN,0.04627610362346957
1831,ROW,Sn,EU27,0.5001548301952098
1831,ROW,Sn,ROW,0.45356906618132076
1831,ROW,Zn,CHN,0.09293245014967577
1831,ROW,Zn,EU27,0.5160095401669281
1831,ROW,Zn,ROW,0.39105800968339605
1832,CHN,Ni,CHN,0.004617193575404636
1832,CHN,Ni,EU27,0.5906585286031183
1832,CHN,Ni,ROW,0.40472427782147713
1832,CHN,Sn,CHN,0.044124266531456846
1832,CHN,Sn,EU27,0.511286309141684
1832,CHN,Sn,ROW,0.4445894243268591
1832,CHN,Zn,CHN,0.09789848425899314
1832,CHN,Zn,EU27,0.5210871312827116
1832,CHN,Zn,ROW,0.38101438445829533
1832,EU27,Ni,CHN,0.004567254054009767
1832,EU27,Ni,EU27,0.5842699716270005
1832,EU27,Ni,ROW,0.41116277431898973
1832,EU27,Sn,CHN,0.068931758332828
1832,EU27,Sn,EU27,0.23722805694044496
1832,EU27,Sn,ROW,0.693840184726727
1832,EU27,Zn,CHN,0.08032680983733666
1832,EU27,Zn,EU27,0.38406815690568663
1832,EU27,Zn,ROW,0.5356050332569766
1832,ROW,Ni,CHN,0.004625983450651115
1832,ROW,Ni,EU27,0.5917829810859742
1832,ROW,Ni,ROW,0.4035910354633746
1832,ROW,Sn,CHN,0.044124266531456825
1832,ROW,Sn,EU27,0.511286309141684
1832,ROW,Sn,ROW,0.4445894243268591
1832,ROW,Zn,CHN,0.09789848425899314
1832,ROW,Zn,EU27,0.5210871312827116
1832,ROW,Zn,ROW,0.38101438445829533
1833,CHN,Ni,CHN,0.004680479756948296
1833,CHN,Ni,EU27,0.5716093537609495
1833,CHN,Ni,ROW,0.42371016648210225
1833,CHN,Sn,CHN,0.042107023473472734
1833,CHN,Sn,EU27,0.5215908026924485
1833,CHN,Sn,ROW,0.4363021738340787
1833,CHN,Zn,CHN,0.10251252354077672
1833,CHN,Zn,EU27,0.5256504375372543
1833,CHN,Zn,ROW,0.3718370389219689
1833,EU27,Ni,CHN,0.004631690547519991
1833,EU27,Ni,EU27,0.5656509114815186
1833,EU27,Ni,ROW,0.4297173979709615
1833,EU27,Sn,CHN,0.06568787611028619
1833,EU27,Sn,EU27,0.26764577221978736
1833,EU27,Sn,ROW,0.6666663516699265
1833,EU27,Zn,CHN,0.08401380311570349
1833,EU27,Zn,EU27,0.38934021136299757
1833,EU27,Zn,ROW,0.526645985521299
1833,ROW,Ni,CHN,0.004689063164994218
1833,ROW,Ni,EU27,0.5726576130379846
1833,ROW,Ni,ROW,0.42265332379702125
1833,ROW,Sn,CHN,0.04210702347347273
1833,ROW,Sn,EU27,0.5215908026924485
1833,ROW,Sn,ROW,0.43630217383407877
1833,ROW,Zn,CHN,0.10251252354077675
1833,ROW,Zn,EU27,0.5256504375372543
1833,ROW,Zn,ROW,0.37183703892196895
1834,CHN,Ni,CHN,0.004733205752581192
1834,CHN,Ni,EU27,0.5545426356088657
1834,CHN,Ni,ROW,0.440724158638553
1834,CHN,Sn,CHN,0.040226428115043227
1834,CHN,Sn,EU27,0.5310393947637375
1834,CHN,Sn,ROW,0.42873417712121936
1834,CHN,Zn,CHN,0.10679507399831908
1834,CHN,Zn,EU27,0.5297206609015391
1834,CHN,Zn,ROW,0.36348426510014176
1834,EU27,Ni,CHN,0.004685638176336337
1834,EU27,Ni,EU27,0.5489696158672324
1834,EU27,Ni,ROW,0.44634474595643137
1834,EU27,Sn,CHN,0.06412536738728436
1834,EU27,Sn,EU27,0.2794575343760201
1834,EU27,Sn,ROW,0.6564170982366956
1834,EU27,Zn,CHN,0.09137830714209742
1834,EU27,Zn,EU27,0.42158411677314367
1834,EU27,Zn,ROW,0.4870375760847588
1834,ROW,Ni,CHN,0.0047415705209293574
1834,ROW,Ni,EU27,0.5555226523097073
1834,ROW,Ni,ROW,0.43973577716936335
1834,ROW,Sn,CHN,0.04022642811504322
1834,ROW,Sn,EU27,0.5310393947637374
1834,ROW,Sn,ROW,0.42873417712121936
1834,ROW,Zn,CHN,0.10679507399831907
1834,ROW,Zn,EU27,0.5297206609015391
1834,ROW,Zn,ROW,0.3634842651001418
1835,CHN,Ni,CHN,0.004776960799322862
1835,CHN,Ni,EU27,0.5392411897272364
1835,CHN,Ni,ROW,0.4559818494734407
1835,CHN,Sn,CHN,0.03848491359780046
1835,CHN,Sn,EU27,0.5395847405950809
1835,CHN,Sn,ROW,0.42193034580711875
1835,CHN,Zn,CHN,0.11076158209916846
1835,CHN,Zn,EU27,0.5333602690050367
1835,CHN,Zn,ROW,0.35587814889579483
1835,EU27,Ni,CHN,0.004730658308403377
1835,EU27,Ni,EU27,0.5340143914888467
1835,EU27,Ni,ROW,0.46125495020275004
1835,EU27,Sn,CHN,0.06095287301639956
1835,EU27,Sn,EU27,0.3078451538858412
1835,EU27,Sn,ROW,0.6312019730977593
1835,EU27,Zn,CHN,0.09443555587675648
1835,EU27,Zn,EU27,0.423685134081878
1835,EU27,Zn,ROW,0.4818793100413654
1835,ROW,Ni,CHN,0.0047850996520868855
1835,ROW,Ni,EU27,0.5401599338475794
1835,ROW,Ni,ROW,0.4550549665003337
1835,ROW,Sn,CHN,0.03848491359780045
1835,ROW,Sn,EU27,0.5395847405950809
1835,ROW,Sn,ROW,0.4219303458071187
1835,ROW,Zn,CHN,0.11076158209916845
1835,ROW,Zn,EU27,0.5333602690050367
1835,ROW,Zn,ROW,0.35587814889579483
1836,CHN,Ni,CHN,0.004813143894524946
1836,CHN,Ni,EU27,0.5254988488589443
1836,CHN,Ni,ROW,0.46968800724653076
1836,CHN,Sn,CHN,0.03687351186542892
1836,CHN,Sn,EU27,0.5473050999232375
1836,CHN,Sn,ROW,0.41582138821133363
1836,CHN,Zn,CHN,0.11443637178019236
1836,CHN,Zn,EU27,0.5366001939154149
1836,CHN,Zn,ROW,0.3489634343043927
1836,EU27,Ni,CHN,0.004768127839340333
1836,EU27,Ni,EU27,0.5205839978388878
1836,EU27,Ni,ROW,0.4746478743217719
1836,EU27,Sn,CHN,0.05959511612216886
1836,EU27,Sn,EU27,0.3172238454392125
1836,EU27,Sn,ROW,0.6231810384386187
1836,EU27,Zn,CHN,0.10113439266106551
1836,EU27,Zn,EU27,0.45058355181293896
1836,EU27,Zn,ROW,0.44828205552599554
1836,ROW,Ni,CHN,0.004821053428916851
1836,ROW,Ni,EU27,0.5263624114926492
1836,ROW,Ni,ROW,0.4688165350784339
1836,ROW,Sn,CHN,0.03687351186542891
1836,ROW,Sn,EU27,0.5473050999232375
1836,ROW,Sn,ROW,0.4158213882113335
1836,ROW,Zn,CHN,0.11443637178019236
1836,ROW,Zn,EU27,0.5366001939154149
1836,ROW,Zn,ROW,0.3489634343043927
1837,CHN,Ni,CHN,0.004842965677256817
1837,CHN,Ni,EU27,0.5131263687727915
1837,CHN,Ni,ROW,0.4820306655499517
1837,CHN,Sn,CHN,0.03538679892680158
1837,CHN,Sn,EU27,0.5542296774496207
1837,CHN,Sn,ROW,0.4103835236235777
1837,CHN,Zn,CHN,0.11783748041918965
1837,CHN,Zn,EU27,0.5394970727485757
1837,CHN,Zn,ROW,0.34266544683223454
1837,EU27,Ni,CHN,0.004799240193512154
1837,EU27,Ni,EU27,0.5084935259669673
1837,EU27,Ni,ROW,0.4867072338395207
1837,EU27,Sn,CHN,0.05658476500032615
1837,EU27,Sn,EU27,0.34313149825288225
1837,EU27,Sn,ROW,0.6002837367467917
1837,EU27,Zn,CHN,0.10361199692808706
1837,EU27,Zn,EU27,0.450567932950577
1837,EU27,Zn,ROW,0.445820070121336
1837,ROW,Ni,CHN,0.004850645498356752
1837,ROW,Ni,EU27,0.5139400682653029
1837,ROW,Ni,ROW,0.48120928623634035
1837,ROW,Sn,CHN,0.03538679892680157
1837,ROW,Sn,EU27,0.5542296774496207
1837,ROW,Sn,ROW,0.4103835236235777
1837,ROW,Zn,CHN,0.11783748041918965
1837,ROW,Zn,EU27,0.5394970727485757
1837,ROW,Zn,ROW,0.3426654468322345
1838,CHN,Ni,CHN,0.004867460603375852
1838,CHN,Ni,EU27,0.5019539822496943
1838,CHN,Ni,ROW,0.49317855714692976
1838,CHN,Sn,CHN,0.03401328114092013
1838,CHN,Sn,EU27,0.5604600670442467
1838,CHN,Sn,ROW,0.4055266518148332
1838,CHN,Zn,CHN,0.12098891156523496
1838,CHN,Zn,EU27,0.5420792398031868
1838,CHN,Zn,ROW,0.33693184863157816
1838,EU27,Ni,CHN,0.004825016655898004
1838,EU27,Ni,EU27,0.497576975388226
1838,EU27,Ni,ROW,0.4975980079558761
1838,EU27,Sn,CHN,0.055440701662918784
1838,EU27,Sn,EU27,0.35029753644515527
1838,EU27,Sn,ROW,0.594261761891926
1838,EU27,Zn,CHN,0.10960614370002354
1838,EU27,Zn,EU27,0.4730386793257415
1838,EU27,Zn,ROW,0.417355176974235
1838,ROW,Ni,CHN,0.004874912609735185
1838,ROW,Ni,EU27,0.5027224659771687
1838,ROW,Ni,ROW,0.4924026214130961
1838,ROW,Sn,CHN,0.03401328114092013
1838,ROW,Sn,EU27,0.5604600670442467
1838,ROW,Sn,ROW,0.4055266518148333
1838,ROW,Zn,CHN,0.12098891156523497
1838,ROW,Zn,EU27,0.5420792398031868
1838,ROW,Zn,ROW,0.33693184863157816
1839,CHN,Ni,CHN,0.004887504375876
1839,CHN,Ni,EU27,0.4918318078370111
1839,CHN,Ni,ROW,0.503280687787113
1839,CHN,Sn,CHN,0.03274565523148405
1839,CHN,Sn,EU27,0.5660429261278298
1839,CHN,Sn,ROW,0.40121141864068616
1839,CHN,Zn,CHN,0.12390813971605592
1839,CHN,Zn,EU27,0.5443932639736156
1839,CHN,Zn,ROW,0.3316985963103284
1839,EU27,Ni,CHN,0.004846323044339964
1839,EU27,Ni,EU27,0.487687711549655
1839,EU27,Ni,ROW,0.5074659654060051
1839,EU27,Sn,CHN,0.05263429825718066
1839,EU27,Sn,EU27,0.37366951121649156
1839,EU27,Sn,ROW,0.5736961905263279
1839,EU27,Zn,CHN,0.11158811304268113
1839,EU27,Zn,EU27,0.4716637800224602
1839,EU27,Zn,ROW,0.4167481069348587
1839,ROW,Ni,CHN,0.004894732180248936
1839,ROW,Ni,EU27,0.4925591451073325
1839,ROW,Ni,ROW,0.5025461227124186
1839,ROW,Sn,CHN,0.032745655231484046
1839,ROW,Sn,EU27,0.5660429261278298
1839,ROW,Sn,ROW,0.4012114186406862
1839,ROW,Zn,CHN,0.12390813971605592
1839,ROW,Zn,EU27,0.5443932639736156
1839,ROW,Zn,ROW,0.33169859631032844
1840,CHN,Ni,CHN,0.004903833317442382
1840,CHN,Ni,EU27,0.48262897736127963
1840,CHN,Ni,ROW,0.5124671893212779
1840,CHN,Sn,CHN,0.03157305155497646
1840,CHN,Sn,EU27,0.5710721249101592
1840,CHN,Sn,ROW,0.39735482353486423
1840,CHN,Zn,CHN,0.12661692216512718
1840,CHN,Zn,EU27,0.5464617586666017
1840,CHN,Zn,ROW,0.32692131916827116
1840,EU27,Ni,CHN,0.004863888427770952
1840,EU27,Ni,EU27,0.4786976526189888
1840,EU27,Ni,ROW,0.5164384589532404
1840,EU27,Sn,CHN,0.05168959053910193
1840,EU27,Sn,EU27,0.3789649387940255
1840,EU27,Sn,ROW,0.5693454706668726
1840,EU27,Zn,CHN,0.11690957369667916
1840,EU27,Zn,EU27,0.49053784893505453
1840,EU27,Zn,ROW,0.39255257736826626
1840,ROW,Ni,CHN,0.004910841783828738
1840,ROW,Ni,EU27,0.4833187416224112
1840,ROW,Ni,ROW,0.5117704165937601
1840,ROW,Sn,CHN,0.03157305155497645
1840,ROW,Sn,EU27,0.5710721249101594
1840,ROW,Sn,ROW,0.39735482353486423
1840,ROW,Zn,CHN,0.12661692216512718
1840,ROW,Zn,EU27,0.5464617586666017
1840,ROW,Zn,ROW,0.32692131916827116
1841,CHN,Ni,CHN,0.004917063639254328
1841,CHN,Ni,EU27,0.4742320736316701
1841,CHN,Ni,ROW,0.5208508627290757
1841,CHN,Sn,CHN,0.030488492130131776
1841,CHN,Sn,EU27,0.5755906735534063
1841,CHN,Sn,ROW,0.393920834316462
1841,CHN,Zn,CHN,0.12913078326254748
1841,CHN,Zn,EU27,0.5483216192007389
1841,CHN,Zn,ROW,0.3225475975367137
1841,EU27,Ni,CHN,0.004878323845983034
1841,EU27,Ni,EU27,0.47049576801454496
1841,EU27,Ni,ROW,0.524625908139472
1841,EU27,Sn,CHN,0.04909922017108476
1841,EU27,Sn,EU27,0.39994491336744703
1841,EU27,Sn,ROW,0.5509558664614682
1841,EU27,Zn,CHN,0.11848367480567863
